iter	Passed	Remaining
665	1081	542
666	1083	540
667	1084	539
668	1086	537
669	1087	535
670	1089	534
671	1090	532
672	1092	530
673	1093	529
674	1095	527
675	1096	525
676	1097	523
677	1099	522
678	1100	520
679	1102	518
680	1103	517
681	1105	515
682	1106	513
683	1108	512
684	1109	510
685	1111	508
686	1112	506
687	1113	505
688	1115	503
689	1116	501
690	1117	499
691	1118	498
692	1120	496
693	1121	494
694	1123	492
695	1124	491
696	1125	489
697	1127	487
698	1128	485
699	1129	484
700	1130	482
701	1132	480
702	1133	478
703	1134	477
704	1135	475
705	1137	473
706	1138	471
707	1139	470
708	1141	468
709	1142	466
710	1143	464
711	1144	463
712	1146	461
713	1147	459
714	1148	457
715	1150	456
716	1151	454
717	1152	452
718	1154	451
719	1155	449
720	1156	447
721	1157	445
722	1159	444
723	1160	442
724	1161	440
725	1162	438
726	1164	437
727	1165	435
728	1166	433
729	1168	432
730	1169	430
731	1170	428
732	1172	426
733	1173	425
734	1174	423
735	1175	421
736	1177	420
737	1178	418
738	1179	416
739	1180	414
740	1182	413
741	1183	411
742	1184	409
743	1186	408
744	1187	406
745	1189	404
746	1190	403
747	1192	401
748	1193	399
749	1194	398
750	1195	396
751	1197	394
752	1198	393
753	1200	391
754	1201	389
755	1202	388
756	1204	386
757	1205	384
758	1206	383
759	1207	381
760	1209	379
761	1210	378
762	1211	376
763	1213	374
764	1214	373
765	1215	371
766	1216	369
767	1218	368
768	1219	366
769	1220	364
770	1222	363
771	1223	361
772	1224	359
773	1226	357
774	1227	356
775	1228	354
776	1229	352
777	1231	351
778	1232	349
779	1233	347
780	1234	346
781	1236	344
782	1237	342
783	1238	341
784	1240	339
785	1241	338
786	1242	336
787	1244	334
788	1245	333
789	1246	331
790	1248	329
791	1249	328
792	1250	326
793	1252	324
794	1253	323
795	1254	321
796	1255	319
797	1257	318
798	1258	316
799	1259	314
800	1261	313
801	1262	311
802	1263	310
803	1265	308
804	1266	306
805	1267	305
806	1269	303
807	1270	301
808	1271	300
809	1272	298
810	1274	296
811	1275	295
812	1276	293
813	1278	292
814	1279	290
815	1280	288
816	1282	287
817	1283	285
818	1284	283
819	1285	282
820	1287	280
821	1288	278
822	1289	277
823	1291	275
824	1292	274
825	1293	272
826	1295	270
827	1296	269
828	1298	267
829	1299	266
830	1300	264
831	1301	262
832	1303	261
833	1304	259
834	1305	258
835	1307	256
836	1308	254
837	1309	253
838	1310	251
839	1312	249
840	1313	248
841	1314	246
842	1315	245
843	1317	243
844	1318	241
845	1319	240
846	1321	238
847	1322	237
848	1323	235
849	1325	233
850	1326	232
851	1327	230
852	1329	229
853	1330	227
854	1331	225
855	1332	224
856	1334	222
857	1335	221
858	1336	219
859	1338	217
860	1339	216
861	1341	214
862	1342	213
863	1343	211
864	1344	209
865	1345	208
866	1347	206
867	1348	205
868	1349	203
869	1351	201
870	1352	200
871	1353	198
872	1355	197
873	1356	195
874	1357	193
875	1358	192
876	1360	190
877	1361	189
878	1362	187
879	1364	186
880	1365	184
881	1366	182
882	1368	181
883	1369	179
884	1370	178
885	1372	176
886	1373	174
887	1374	173
888	1375	171
889	1377	170
890	1378	168
891	1379	167
892	1381	165
893	1382	163
894	1384	162
895	1385	160
896	1386	159
897	1388	157
898	1389	156
899	1390	154
900	1392	152
901	1393	151
902	1394	149
903	1395	148
904	1397	146
905	1398	145
906	1399	143
907	1401	141
908	1402	140
909	1403	138
910	1404	137
911	1406	135
912	1407	134
913	1408	132
914	1409	130
915	1411	129
916	1412	127
917	1414	126
918	1415	124
919	1417	123
920	1418	121
921	1419	120
922	1421	118
923	1422	117
924	1423	115
925	1425	113
926	1426	112
927	1428	110
928	1429	109
929	1431	107
930	1432	106
931	1433	104
932	1434	103
933	1436	101
934	1437	99
935	1438	98
936	1439	96
937	1441	95
938	1442	93
939	1443	92
940	1444	90
941	1446	89
942	1447	87
943	1448	85
944	1450	84
945	1451	82
946	1452	81
947	1454	79
948	1455	78
949	1456	76
950	1458	75
951	1459	73
952	1460	72
953	1462	70
954	1463	68
955	1464	67
956	1466	65
957	1467	64
958	1468	62
959	1470	61
960	1471	59
961	1472	58
962	1474	56
963	1475	55
964	1476	53
965	1478	52
966	1479	50
967	1480	48
968	1482	47
969	1483	45
970	1484	44
971	1486	42
972	1488	41
973	1489	39
974	1490	38
975	1492	36
976	1493	35
977	1494	33
978	1496	32
979	1497	30
980	1498	29
981	1500	27
982	1501	25
983	1502	24
984	1504	22
985	1505	21
986	1507	19
987	1508	18
988	1509	16
989	1511	15
990	1512	13
991	1514	12
992	1515	10
993	1516	9
994	1517	7
995	1519	6
996	1520	4
997	1521	3
998	1523	1
999	1524	0
